Strategy;System;Problem;Domain;Accuracy
4-shot;Babbage;setPunctuation-2;phones;0.5
4-shot;Babbage;addTime-1;times;0
4-shot;Babbage;addTime-2;times;0
4-shot;Babbage;appendTime-1;times;0.5
4-shot;Babbage;appendTime-2;times;1
4-shot;Babbage;appendTime-3;times;0.5
4-shot;Babbage;appendTime-4;times;1
4-shot;Babbage;convert-1;times;0.5
4-shot;Babbage;convert-10;times;0
4-shot;Babbage;convert-2;times;1
4-shot;Babbage;convert-3;times;0
4-shot;Babbage;convert-4;times;0
4-shot;Babbage;convert-5;times;0
4-shot;Babbage;convert-6;times;0
4-shot;Babbage;convert-7;times;0
4-shot;Babbage;convert-8;times;0
4-shot;Babbage;convert-9;times;0
4-shot;Babbage;deleteTime-1;times;0.5
4-shot;Babbage;deleteTime-2;times;0
4-shot;Babbage;getHour-1;times;0
4-shot;Babbage;getHour-2;times;1
4-shot;Babbage;getMinutes-1;times;1
4-shot;Babbage;getMinutes-2;times;0
4-shot;Babbage;getTime-1;times;1
4-shot;Babbage;getTime-2;times;1
4-shot;Babbage;convert-1;units;0
4-shot;Babbage;convert-2;units;0
4-shot;Babbage;convert-3;units;0
4-shot;Babbage;convert-4;units;0
4-shot;Babbage;getSystem-1;units;0
4-shot;Babbage;getSystem-2;units;0
4-shot;Babbage;getUnits-1;units;1
4-shot;Babbage;getUnits-2;units;1
4-shot;Babbage;getValue-1;units;0.5
4-shot;Babbage;getValue-2;units;1
1-shot;Ada;addPunctuation-1;dates;0
1-shot;Ada;addPunctuation-2;dates;0
1-shot;Ada;changeFormat-1;dates;0
1-shot;Ada;changeFormat-2;dates;0
1-shot;Ada;changeFormat-3;dates;0
1-shot;Ada;changeFormat-4;dates;0
1-shot;Ada;changePunctuation-1;dates;0.6
1-shot;Ada;changePunctuation-2;dates;0.8
1-shot;Ada;getDay-1;dates;0.2
1-shot;Ada;getDay-2;dates;0
1-shot;Ada;getDay-3;dates;0.2
1-shot;Ada;getDayOrdinal-1;dates;0.2
1-shot;Ada;getDayOrdinal-2;dates;0
1-shot;Ada;getMonthName-1;dates;0
1-shot;Ada;getMonthName-2;dates;0.8
1-shot;Ada;getWeekDay-1;dates;0
1-shot;Ada;getWeekDay-2;dates;0.2
1-shot;Ada;reduceMonthName-1;dates;0.2
1-shot;Ada;reduceMonthName-2;dates;0
1-shot;Ada;setFormat-1;dates;0
1-shot;Ada;setFormat-2;dates;0
1-shot;Ada;generate-1;emails;1
1-shot;Ada;generate-2;emails;0
1-shot;Ada;generate-3;emails;0.8
1-shot;Ada;getAfterAt-2;emails;0.2
1-shot;Ada;getAfterAt-3;emails;0
1-shot;Ada;getAfterAt-4;emails;0.8
1-shot;Ada;getDomain-1;emails;0
1-shot;Ada;getDomain-2;emails;0.2
1-shot;Ada;someBeforeAt-NA;emails;0.4
1-shot;Ada;afterSymbol-1;freetext;1
1-shot;Ada;afterSymbol-2;freetext;0.6
1-shot;Ada;betweenSymbols-1;freetext;1
1-shot;Ada;betweenSymbols-2;freetext;0
1-shot;Ada;brackets-1;freetext;1
1-shot;Ada;brackets-2;freetext;0.6
1-shot;Ada;deletePunctuation-1;freetext;0
1-shot;Ada;deletePunctuation-2;freetext;0.4
1-shot;Ada;deletePunctuation-3;freetext;0.2
1-shot;Ada;deletePunctuation-4;freetext;0
1-shot;Ada;deleteSpaces-2;freetext;0
1-shot;Ada;digitToEnd-1;freetext;0.8
1-shot;Ada;firstCharacter-1;freetext;0
1-shot;Ada;firstCharacter-2;freetext;0
1-shot;Ada;getAfterComma-1;freetext;1
1-shot;Ada;getAfterComma-2;freetext;1
1-shot;Ada;getBetweenCommas-1;freetext;1
1-shot;Ada;getCaps-1;freetext;0
1-shot;Ada;getCaps-2;freetext;0
1-shot;Ada;getCaps-3;freetext;0
1-shot;Ada;toUpper-1;freetext;0
1-shot;Ada;toUpper-2;freetext;0
1-shot;Ada;addTitle-1;names;0.6
1-shot;Ada;addTitle-2;names;0.4
1-shot;Ada;getTitle-1;names;0
1-shot;Ada;getTitle-2;names;0.2
1-shot;Ada;login-1;names;0
1-shot;Ada;login-2;names;0
1-shot;Ada;reduceName-1;names;0.4
1-shot;Ada;reduceName-2;names;0.6
1-shot;Ada;reduceName-3;names;0.2
1-shot;Ada;reduceName-5;names;0
1-shot;Ada;reduceName-6;names;0
1-shot;Ada;reduceName-8;names;0
1-shot;Ada;reduceName-9;names;0.2
1-shot;Ada;countryPrefix-1;phones;0
1-shot;Ada;countryPrefix-2;phones;0
1-shot;Ada;countryPrefix-3;phones;0
1-shot;Ada;countryPrefix-7;phones;0
1-shot;Ada;countryPrefix-8;phones;0.4
1-shot;Ada;countryPrefix-9;phones;0
1-shot;Ada;deleteParentheses-1;phones;0
1-shot;Ada;deleteParentheses-2;phones;0.2
1-shot;Ada;getNumber-1;phones;0.4
1-shot;Ada;getNumber-2;phones;0.4
1-shot;Ada;setPrefix-1;phones;0
1-shot;Ada;setPrefix-2;phones;0
1-shot;Ada;setPrefix-3;phones;1
1-shot;Ada;setPrefix-4;phones;0.4
1-shot;Ada;setPrefix-5;phones;0.2
1-shot;Ada;setPrefix-6;phones;0
1-shot;Ada;setPunctuation-1;phones;0
1-shot;Ada;setPunctuation-2;phones;0
1-shot;Ada;addTime-1;times;0.2
1-shot;Ada;addTime-2;times;0
1-shot;Ada;appendTime-1;times;0.4
1-shot;Ada;appendTime-2;times;0.8
1-shot;Ada;appendTime-3;times;0.8
1-shot;Ada;appendTime-4;times;0.8
1-shot;Ada;convert-1;times;0.4
1-shot;Ada;convert-10;times;0
1-shot;Ada;convert-2;times;0.2
1-shot;Ada;convert-3;times;0.2
1-shot;Ada;convert-4;times;0.2
1-shot;Ada;convert-5;times;0.2
1-shot;Ada;convert-6;times;0
1-shot;Ada;convert-7;times;0.2
1-shot;Ada;convert-8;times;0
1-shot;Ada;convert-9;times;0.2
1-shot;Ada;deleteTime-1;times;0
1-shot;Ada;deleteTime-2;times;0.2
1-shot;Ada;getHour-1;times;0.2
1-shot;Ada;getHour-2;times;0
1-shot;Ada;getMinutes-1;times;0.2
1-shot;Ada;getMinutes-2;times;0.2
1-shot;Ada;getTime-1;times;0.2
1-shot;Ada;getTime-2;times;1
1-shot;Ada;convert-1;units;0
1-shot;Ada;convert-2;units;0
1-shot;Ada;convert-3;units;0
1-shot;Ada;convert-4;units;0
1-shot;Ada;getSystem-1;units;0
1-shot;Ada;getSystem-2;units;0
1-shot;Ada;getUnits-1;units;0
1-shot;Ada;getUnits-2;units;0
1-shot;Ada;getValue-1;units;0.2
1-shot;Ada;getValue-2;units;0
2-shot;Ada;addPunctuation-1;dates;0
2-shot;Ada;addPunctuation-2;dates;0.5
2-shot;Ada;changeFormat-1;dates;0
2-shot;Ada;changeFormat-2;dates;0
2-shot;Ada;changeFormat-3;dates;0
2-shot;Ada;changeFormat-4;dates;0.25
2-shot;Ada;changePunctuation-1;dates;1
2-shot;Ada;changePunctuation-2;dates;1
2-shot;Ada;getDay-1;dates;0.5
2-shot;Ada;getDay-2;dates;0.75
2-shot;Ada;getDay-3;dates;0.75
2-shot;Ada;getDayOrdinal-1;dates;0.25
2-shot;Ada;getDayOrdinal-2;dates;0
2-shot;Ada;getMonthName-1;dates;0.25
2-shot;Ada;getMonthName-2;dates;1
2-shot;Ada;getWeekDay-1;dates;1
2-shot;Ada;getWeekDay-2;dates;0.25
2-shot;Ada;reduceMonthName-1;dates;0.25
2-shot;Ada;reduceMonthName-2;dates;0
2-shot;Ada;setFormat-1;dates;0
2-shot;Ada;setFormat-2;dates;0
2-shot;Ada;generate-1;emails;1
2-shot;Ada;generate-2;emails;1
2-shot;Ada;generate-3;emails;0.75
2-shot;Ada;getAfterAt-2;emails;0.25
2-shot;Ada;getAfterAt-3;emails;1
2-shot;Ada;getAfterAt-4;emails;1
2-shot;Ada;getDomain-1;emails;1
2-shot;Ada;getDomain-2;emails;1
2-shot;Ada;someBeforeAt-NA;emails;0.5
2-shot;Ada;afterSymbol-1;freetext;0.5
2-shot;Ada;afterSymbol-2;freetext;1
2-shot;Ada;betweenSymbols-1;freetext;1
2-shot;Ada;betweenSymbols-2;freetext;1
2-shot;Ada;brackets-1;freetext;1
2-shot;Ada;brackets-2;freetext;1
2-shot;Ada;deletePunctuation-1;freetext;0
2-shot;Ada;deletePunctuation-2;freetext;0.25
2-shot;Ada;deletePunctuation-3;freetext;0
2-shot;Ada;deletePunctuation-4;freetext;0
2-shot;Ada;deleteSpaces-2;freetext;0
2-shot;Ada;digitToEnd-1;freetext;0.75
2-shot;Ada;firstCharacter-1;freetext;0.25
2-shot;Ada;firstCharacter-2;freetext;0
2-shot;Ada;getAfterComma-1;freetext;0.75
2-shot;Ada;getAfterComma-2;freetext;1
2-shot;Ada;getBetweenCommas-1;freetext;1
2-shot;Ada;getCaps-1;freetext;0
2-shot;Ada;getCaps-2;freetext;0
2-shot;Ada;getCaps-3;freetext;0
2-shot;Ada;toUpper-1;freetext;0
2-shot;Ada;toUpper-2;freetext;0
2-shot;Ada;addTitle-1;names;0.75
2-shot;Ada;addTitle-2;names;0.5
2-shot;Ada;getTitle-1;names;0
2-shot;Ada;getTitle-2;names;0.75
2-shot;Ada;login-1;names;0
2-shot;Ada;login-2;names;0
2-shot;Ada;reduceName-1;names;1
2-shot;Ada;reduceName-2;names;1
2-shot;Ada;reduceName-3;names;1
2-shot;Ada;reduceName-5;names;0.75
2-shot;Ada;reduceName-6;names;0.75
2-shot;Ada;reduceName-8;names;0
2-shot;Ada;reduceName-9;names;0.5
2-shot;Ada;countryPrefix-1;phones;0
2-shot;Ada;countryPrefix-2;phones;0
2-shot;Ada;countryPrefix-3;phones;0
2-shot;Ada;countryPrefix-7;phones;0
2-shot;Ada;countryPrefix-8;phones;0
2-shot;Ada;countryPrefix-9;phones;0
2-shot;Ada;deleteParentheses-1;phones;1
2-shot;Ada;deleteParentheses-2;phones;1
2-shot;Ada;getNumber-1;phones;0.5
2-shot;Ada;getNumber-2;phones;0.25
2-shot;Ada;setPrefix-1;phones;0
2-shot;Ada;setPrefix-2;phones;1
2-shot;Ada;setPrefix-3;phones;1
2-shot;Ada;setPrefix-4;phones;1
2-shot;Ada;setPrefix-5;phones;0
2-shot;Ada;setPrefix-6;phones;1
2-shot;Ada;setPunctuation-1;phones;0
2-shot;Ada;setPunctuation-2;phones;0
2-shot;Ada;addTime-1;times;0
2-shot;Ada;addTime-2;times;0.25
2-shot;Ada;appendTime-1;times;0.75
2-shot;Ada;appendTime-2;times;1
2-shot;Ada;appendTime-3;times;0.75
2-shot;Ada;appendTime-4;times;1
2-shot;Ada;convert-1;times;0.25
2-shot;Ada;convert-10;times;0
2-shot;Ada;convert-2;times;0.25
2-shot;Ada;convert-3;times;0.25
2-shot;Ada;convert-4;times;0
2-shot;Ada;convert-5;times;0.5
2-shot;Ada;convert-6;times;0
2-shot;Ada;convert-7;times;0.5
2-shot;Ada;convert-8;times;0
2-shot;Ada;convert-9;times;0.5
2-shot;Ada;deleteTime-1;times;0.25
2-shot;Ada;deleteTime-2;times;0
2-shot;Ada;getHour-1;times;0
2-shot;Ada;getHour-2;times;1
2-shot;Ada;getMinutes-1;times;0.5
2-shot;Ada;getMinutes-2;times;0
2-shot;Ada;getTime-1;times;1
2-shot;Ada;getTime-2;times;0.75
2-shot;Ada;convert-1;units;0
2-shot;Ada;convert-2;units;0
2-shot;Ada;convert-3;units;0
2-shot;Ada;convert-4;units;0
2-shot;Ada;getSystem-1;units;0
2-shot;Ada;getSystem-2;units;0
2-shot;Ada;getUnits-1;units;0.5
2-shot;Ada;getUnits-2;units;0.75
2-shot;Ada;getValue-1;units;0.75
2-shot;Ada;getValue-2;units;0.5
3-shot;Ada;addPunctuation-1;dates;0.333333333
3-shot;Ada;addPunctuation-2;dates;0.666666667
3-shot;Ada;changeFormat-1;dates;0.333333333
3-shot;Ada;changeFormat-2;dates;0
3-shot;Ada;changeFormat-3;dates;0
3-shot;Ada;changeFormat-4;dates;0
3-shot;Ada;changePunctuation-1;dates;1
3-shot;Ada;changePunctuation-2;dates;1
3-shot;Ada;getDay-1;dates;0
3-shot;Ada;getDay-2;dates;1
3-shot;Ada;getDay-3;dates;0.666666667
3-shot;Ada;getDayOrdinal-1;dates;0
3-shot;Ada;getDayOrdinal-2;dates;0
3-shot;Ada;getMonthName-1;dates;0
3-shot;Ada;getMonthName-2;dates;1
3-shot;Ada;getWeekDay-1;dates;1
3-shot;Ada;getWeekDay-2;dates;0.333333333
3-shot;Ada;reduceMonthName-1;dates;0.666666667
3-shot;Ada;reduceMonthName-2;dates;0.333333333
3-shot;Ada;setFormat-1;dates;0
3-shot;Ada;setFormat-2;dates;0
3-shot;Ada;generate-1;emails;1
3-shot;Ada;generate-2;emails;1
3-shot;Ada;generate-3;emails;0.666666667
3-shot;Ada;getAfterAt-2;emails;0.333333333
3-shot;Ada;getAfterAt-3;emails;1
3-shot;Ada;getAfterAt-4;emails;1
3-shot;Ada;getDomain-1;emails;1
3-shot;Ada;getDomain-2;emails;1
3-shot;Ada;someBeforeAt-NA;emails;0.333333333
3-shot;Ada;afterSymbol-1;freetext;1
3-shot;Ada;afterSymbol-2;freetext;1
3-shot;Ada;betweenSymbols-1;freetext;1
3-shot;Ada;betweenSymbols-2;freetext;1
3-shot;Ada;brackets-1;freetext;1
3-shot;Ada;brackets-2;freetext;1
3-shot;Ada;deletePunctuation-1;freetext;0
3-shot;Ada;deletePunctuation-2;freetext;0
3-shot;Ada;deletePunctuation-3;freetext;0
3-shot;Ada;deletePunctuation-4;freetext;0.333333333
3-shot;Ada;deleteSpaces-2;freetext;0
3-shot;Ada;digitToEnd-1;freetext;1
3-shot;Ada;firstCharacter-1;freetext;0.666666667
3-shot;Ada;firstCharacter-2;freetext;0
3-shot;Ada;getAfterComma-1;freetext;1
3-shot;Ada;getAfterComma-2;freetext;1
3-shot;Ada;getBetweenCommas-1;freetext;1
3-shot;Ada;getCaps-1;freetext;0.666666667
3-shot;Ada;getCaps-2;freetext;0.333333333
3-shot;Ada;getCaps-3;freetext;0.333333333
3-shot;Ada;toUpper-1;freetext;0
3-shot;Ada;toUpper-2;freetext;0
3-shot;Ada;addTitle-1;names;0.666666667
3-shot;Ada;addTitle-2;names;0.333333333
3-shot;Ada;getTitle-1;names;0
3-shot;Ada;getTitle-2;names;0
3-shot;Ada;login-1;names;0
3-shot;Ada;login-2;names;0
3-shot;Ada;reduceName-1;names;1
3-shot;Ada;reduceName-2;names;1
3-shot;Ada;reduceName-3;names;0.666666667
3-shot;Ada;reduceName-5;names;0.666666667
3-shot;Ada;reduceName-6;names;0.666666667
3-shot;Ada;reduceName-8;names;0
3-shot;Ada;reduceName-9;names;0.333333333
3-shot;Ada;countryPrefix-1;phones;0
3-shot;Ada;countryPrefix-2;phones;0
3-shot;Ada;countryPrefix-3;phones;0
3-shot;Ada;countryPrefix-7;phones;0
3-shot;Ada;countryPrefix-8;phones;0.333333333
3-shot;Ada;countryPrefix-9;phones;0.333333333
3-shot;Ada;deleteParentheses-1;phones;1
3-shot;Ada;deleteParentheses-2;phones;1
3-shot;Ada;getNumber-1;phones;0.666666667
3-shot;Ada;getNumber-2;phones;0.333333333
3-shot;Ada;setPrefix-1;phones;0
3-shot;Ada;setPrefix-2;phones;1
3-shot;Ada;setPrefix-3;phones;1
3-shot;Ada;setPrefix-4;phones;1
3-shot;Ada;setPrefix-5;phones;0
3-shot;Ada;setPrefix-6;phones;1
3-shot;Ada;setPunctuation-1;phones;0
3-shot;Ada;setPunctuation-2;phones;0.333333333
3-shot;Ada;addTime-1;times;0
3-shot;Ada;addTime-2;times;0.333333333
3-shot;Ada;appendTime-1;times;0.666666667
3-shot;Ada;appendTime-2;times;1
3-shot;Ada;appendTime-3;times;0.666666667
3-shot;Ada;appendTime-4;times;1
3-shot;Ada;convert-1;times;0.666666667
3-shot;Ada;convert-10;times;0
3-shot;Ada;convert-2;times;1
3-shot;Ada;convert-3;times;0.333333333
3-shot;Ada;convert-4;times;0.333333333
3-shot;Ada;convert-5;times;0.333333333
3-shot;Ada;convert-6;times;0
3-shot;Ada;convert-7;times;0.333333333
3-shot;Ada;convert-8;times;0
3-shot;Ada;convert-9;times;0.333333333
3-shot;Ada;deleteTime-1;times;0.333333333
3-shot;Ada;deleteTime-2;times;0.333333333
3-shot;Ada;getHour-1;times;0
3-shot;Ada;getHour-2;times;1
3-shot;Ada;getMinutes-1;times;0.333333333
3-shot;Ada;getMinutes-2;times;0
3-shot;Ada;getTime-1;times;1
3-shot;Ada;getTime-2;times;1
3-shot;Ada;convert-1;units;0
3-shot;Ada;convert-2;units;0
3-shot;Ada;convert-3;units;0
3-shot;Ada;convert-4;units;0
3-shot;Ada;getSystem-1;units;0
3-shot;Ada;getSystem-2;units;0
3-shot;Ada;getUnits-1;units;1
3-shot;Ada;getUnits-2;units;1
3-shot;Ada;getValue-1;units;0.666666667
3-shot;Ada;getValue-2;units;0.666666667
4-shot;Ada;addPunctuation-1;dates;0.5
4-shot;Ada;addPunctuation-2;dates;0.5
4-shot;Ada;changeFormat-1;dates;1
4-shot;Ada;changeFormat-2;dates;0
4-shot;Ada;changeFormat-3;dates;0
4-shot;Ada;changeFormat-4;dates;0
4-shot;Ada;changePunctuation-1;dates;1
4-shot;Ada;changePunctuation-2;dates;1
4-shot;Ada;getDay-1;dates;0
4-shot;Ada;getDay-2;dates;1
4-shot;Ada;getDay-3;dates;1
4-shot;Ada;getDayOrdinal-1;dates;0
4-shot;Ada;getDayOrdinal-2;dates;0
4-shot;Ada;getMonthName-1;dates;0.5
4-shot;Ada;getMonthName-2;dates;1
4-shot;Ada;getWeekDay-1;dates;1
4-shot;Ada;getWeekDay-2;dates;1
4-shot;Ada;reduceMonthName-1;dates;0.5
4-shot;Ada;reduceMonthName-2;dates;0.5
4-shot;Ada;setFormat-1;dates;0
4-shot;Ada;setFormat-2;dates;0
4-shot;Ada;generate-1;emails;1
4-shot;Ada;generate-2;emails;1
4-shot;Ada;generate-3;emails;1
4-shot;Ada;getAfterAt-2;emails;0.5
4-shot;Ada;getAfterAt-3;emails;1
4-shot;Ada;getAfterAt-4;emails;1
4-shot;Ada;getDomain-1;emails;1
4-shot;Ada;getDomain-2;emails;1
4-shot;Ada;someBeforeAt-NA;emails;0
4-shot;Ada;afterSymbol-1;freetext;1
4-shot;Ada;afterSymbol-2;freetext;1
4-shot;Ada;betweenSymbols-1;freetext;1
4-shot;Ada;betweenSymbols-2;freetext;1
4-shot;Ada;brackets-1;freetext;1
4-shot;Ada;brackets-2;freetext;1
4-shot;Ada;deletePunctuation-1;freetext;0
4-shot;Ada;deletePunctuation-2;freetext;0
4-shot;Ada;deletePunctuation-3;freetext;0
4-shot;Ada;deletePunctuation-4;freetext;0
4-shot;Ada;deleteSpaces-2;freetext;0
4-shot;Ada;digitToEnd-1;freetext;1
4-shot;Ada;firstCharacter-1;freetext;0
4-shot;Ada;firstCharacter-2;freetext;0.5
4-shot;Ada;getAfterComma-1;freetext;1
4-shot;Ada;getAfterComma-2;freetext;1
4-shot;Ada;getBetweenCommas-1;freetext;1
4-shot;Ada;getCaps-1;freetext;0.5
4-shot;Ada;getCaps-2;freetext;0.5
4-shot;Ada;getCaps-3;freetext;0
4-shot;Ada;toUpper-1;freetext;0
4-shot;Ada;toUpper-2;freetext;0
4-shot;Ada;addTitle-1;names;1
4-shot;Ada;addTitle-2;names;0.5
4-shot;Ada;getTitle-1;names;0
4-shot;Ada;getTitle-2;names;1
4-shot;Ada;login-1;names;0
4-shot;Ada;login-2;names;0
4-shot;Ada;reduceName-1;names;1
4-shot;Ada;reduceName-2;names;1
4-shot;Ada;reduceName-3;names;0.5
4-shot;Ada;reduceName-5;names;1
4-shot;Ada;reduceName-6;names;1
4-shot;Ada;reduceName-8;names;0
4-shot;Ada;reduceName-9;names;0
4-shot;Ada;countryPrefix-1;phones;0
4-shot;Ada;countryPrefix-2;phones;0
4-shot;Ada;countryPrefix-3;phones;0
4-shot;Ada;countryPrefix-7;phones;0
4-shot;Ada;countryPrefix-8;phones;1
4-shot;Ada;countryPrefix-9;phones;0.5
4-shot;Ada;deleteParentheses-1;phones;1
4-shot;Ada;deleteParentheses-2;phones;1
4-shot;Ada;getNumber-1;phones;1
4-shot;Ada;getNumber-2;phones;0.5
4-shot;Ada;setPrefix-1;phones;0
4-shot;Ada;setPrefix-2;phones;1
4-shot;Ada;setPrefix-3;phones;1
4-shot;Ada;setPrefix-4;phones;1
4-shot;Ada;setPrefix-5;phones;0
4-shot;Ada;setPrefix-6;phones;1
4-shot;Ada;setPunctuation-1;phones;0
4-shot;Ada;setPunctuation-2;phones;0.5
4-shot;Ada;addTime-1;times;0
4-shot;Ada;addTime-2;times;0
4-shot;Ada;appendTime-1;times;0.5
4-shot;Ada;appendTime-2;times;1
4-shot;Ada;appendTime-3;times;0.5
4-shot;Ada;appendTime-4;times;1
4-shot;Ada;convert-1;times;0.5
4-shot;Ada;convert-10;times;0
4-shot;Ada;convert-2;times;1
4-shot;Ada;convert-3;times;0
4-shot;Ada;convert-4;times;0.5
4-shot;Ada;convert-5;times;0
4-shot;Ada;convert-6;times;0
4-shot;Ada;convert-7;times;0
4-shot;Ada;convert-8;times;0
4-shot;Ada;convert-9;times;0
4-shot;Ada;deleteTime-1;times;0.5
4-shot;Ada;deleteTime-2;times;0
4-shot;Ada;getHour-1;times;0
4-shot;Ada;getHour-2;times;1
4-shot;Ada;getMinutes-1;times;0.5
4-shot;Ada;getMinutes-2;times;0
4-shot;Ada;getTime-1;times;1
4-shot;Ada;getTime-2;times;1
4-shot;Ada;convert-1;units;0
4-shot;Ada;convert-2;units;0
4-shot;Ada;convert-3;units;0
4-shot;Ada;convert-4;units;0
4-shot;Ada;getSystem-1;units;0
4-shot;Ada;getSystem-2;units;0
4-shot;Ada;getUnits-1;units;1
4-shot;Ada;getUnits-2;units;1
4-shot;Ada;getValue-1;units;0.5
4-shot;Ada;getValue-2;units;1
